10  ,1000
16  ,57.07  ,24  ,71.16  ,24  ,0  ,
18  ,68.24  ,28  ,95.79  ,30  ,0  ,
20  ,41.82  ,32  ,109.54  ,36  ,0  ,
22  ,9.69  ,36  ,78.19  ,42  ,0  ,
24  ,4.16  ,40  ,20.31  ,48  ,0  ,
26  ,3.52  ,44  ,3.52  ,54  ,0  ,
28  ,1.78  ,48  ,3.03  ,60  ,0  ,
30  ,0.63  ,52  ,1.79  ,66  ,0  ,
32  ,0.54  ,56  ,1.07  ,72  ,0  ,
34  ,0.19  ,60  ,0.57  ,78  ,0  ,
  ,  ,  ,  ,  ,  ,
